"bonus","chain","co_owned","date","empft","emppt","firstinc","hrsopen","inctime","meals","ncalls","nmgrs","nregs","nregs11","observation","open","pctaff","pentree","pfry","psoda","region","sheet","special","state","status","type","wage_st","emptot","pct_fte","time","treated"
NA,"bk","no",1992-11-10,10,50,0.1,12.5,26,"free meals",NA,6,6,4,"November 1992",9,NA,1.15,0.94,1.15,"northj",122,"no","New Jersey","answered 2nd interview","phone",5.05,41,24.390243902439,1,1
NA,"bk","no",1992-11-10,21,6,0.5,15,13,"both free and reduced price meals",NA,4,2,2,"November 1992",7,NA,1.12,0.94,1.16,"centralj",124,"yes","New Jersey","answered 2nd interview","phone",5.05,28,75,1,1
NA,"kfc","no",1992-11-14,0,15,0.4,12,52,"free meals",NA,2,4,3,"November 1992",10,NA,2.49,1.01,1.01,"centralj",125,"no","New Jersey","answered 2nd interview","phone",5.05,9.5,0,1,1
NA,"roys","yes",1992-12-21,2,38,0.15,16,4,"reduced price meals",6,4,5,3,"November 1992",7,NA,1.05,1.06,1.11,"centralj",130,"no","New Jersey","answered 2nd interview","personal",5.05,25,8,1,1
NA,"roys","yes",1992-11-16,15,20,0.25,14,52,"reduced price meals",NA,3,2,2,"November 1992",7,NA,NA,NA,NA,"centralj",132,"no","New Jersey","answered 2nd interview","phone",5.5,28,53.5714285714286,1,1
NA,"roys","yes",1992-11-13,3,20,NA,15,26,"reduced price meals",NA,3,5,3,"November 1992",7,NA,2.11,1.06,1.11,"centralj",133,"no","New Jersey","answered 2nd interview","phone",5.05,16,18.75,1,1
NA,"roys","no",1992-11-13,6,27.5,0.25,16,52,"reduced price meals",NA,3,4,3,"November 1992",6,NA,0.94,1.06,1.11,"centralj",134,"no","New Jersey","answered 2nd interview","phone",5.05,22.75,26.3736263736264,1,1
NA,"roys","yes",1992-12-16,NA,NA,NA,16,NA,NA,3,NA,NA,NA,"November 1992",7,NA,NA,NA,NA,"centralj",136,NA,"New Jersey","refused second interview","personal",NA,NA,NA,1,1
NA,"roys","yes",1992-11-16,12,30,0.25,15,26,"reduced price meals",1,5,5,3,"November 1992",7,NA,1.05,1.11,1.11,"northj",137,"no","New Jersey","answered 2nd interview","phone",5.05,32,37.5,1,1
NA,"wendys","no",1992-11-14,5,35,0.25,11.5,4,"reduced price meals",NA,5,2,2,"November 1992",10.5,NA,1.05,0.94,1,"centralj",140,"yes","New Jersey","answered 2nd interview","phone",5.67,27.5,18.1818181818182,1,1
NA,"wendys","no",1992-11-18,10,25,0.18,12.5,13,"reduced price meals",2,3,2,2,"November 1992",10.5,NA,1.34,0.84,1.05,"centralj",141,"yes","New Jersey","answered 2nd interview","phone",5.05,25.5,39.2156862745098,1,1
NA,"wendys","no",1992-11-14,40,31,0.18,11.5,26,"reduced price meals",NA,5,2,2,"November 1992",10,NA,1.26,0.89,1.01,"northj",142,"no","New Jersey","answered 2nd interview","phone",5.05,60.5,66.1157024793389,1,1
NA,"bk","no",1992-11-10,0,32,0.17,16,26,"reduced price meals",NA,4.5,4,3,"November 1992",7,NA,1.05,0.99,1.05,"northj",146,"no","New Jersey","answered 2nd interview","phone",5.05,20.5,0,1,1
NA,"bk","no",1992-11-10,8,10,0.25,16,26,"reduced price meals",NA,3,2,2,"November 1992",7,NA,0.94,0.94,1.05,"northj",149,"no","New Jersey","answered 2nd interview","phone",5.05,16,50,1,1
NA,"bk","no",1992-12-31,12,20,0.58,15,28,"reduced price meals",8,3,3,2,"November 1992",7,NA,0.88,0.88,1.11,"northj",150,"no","New Jersey","answered 2nd interview","personal",5.75,25,48,1,1
NA,"bk","no",1992-11-10,2,18,0.3,15,NA,"reduced price meals",NA,2,3,NA,"November 1992",7,NA,1.01,0.94,0.95,"northj",156,"no","New Jersey","answered 2nd interview","phone",5.05,13,15.3846153846154,1,1
NA,"kfc","no",1992-11-11,3,4,0.25,11.5,13,"free meals",NA,4,3,2,"November 1992",11,NA,2.49,0.94,0.95,"northj",158,"no","New Jersey","answered 2nd interview","phone",5.05,9,33.3333333333333,1,1
NA,"kfc","no",1992-11-14,10,5,0.25,11.5,13,"free meals",NA,4,4,3,"November 1992",10.5,NA,2.49,0.84,0.95,"northj",159,"no","New Jersey","answered 2nd interview","phone",5.25,16.5,60.6060606060606,1,1
NA,"roys","yes",1992-11-12,3,30,0.18,15.5,26,"reduced price meals",NA,3,6,5,"November 1992",7,NA,1.05,1.01,1.11,"northj",162,"no","New Jersey","answered 2nd interview","phone",5.05,21,14.2857142857143,1,1
NA,"wendys","no",1992-11-13,0,35,0.18,12.5,26,"reduced price meals",1,4,2,2,"November 1992",10.5,NA,1.26,0.84,1.11,"northj",166,"no","New Jersey","answered 2nd interview","phone",5.05,21.5,0,1,1
NA,"bk","no",1992-11-16,0,32,0.18,16,10,"free meals",NA,4,3,1,"November 1992",6,NA,1.14,0.95,1.11,"northj",168,"no","New Jersey","answered 2nd interview","phone",5.25,20,0,1,1
NA,"bk","yes",1992-11-10,10,12.5,0.1,16,4,"reduced price meals",NA,5,3,3,"November 1992",7,NA,1.03,1.04,1.18,"northj",171,"yes","New Jersey","answered 2nd interview","phone",5.05,21.25,47.0588235294118,1,1
NA,"bk","no",1992-11-16,7,23,0.18,13,8,"free meals",2,3,6,3,"November 1992",9,NA,1.05,1.01,1.11,"northj",172,"no","New Jersey","answered 2nd interview","phone",5.05,21.5,32.5581395348837,1,1
NA,"bk","no",1992-11-17,11,30,0.15,18,26,"reduced price meals",1,5,4,3,"November 1992",6,NA,1.04,0.94,1.05,"northj",173,"no","New Jersey","answered 2nd interview","phone",5.05,31,35.4838709677419,1,1
NA,"bk","no",1992-11-10,20,20,0.2,16,4,"reduced price meals",NA,3,3,3,"November 1992",7,NA,0.98,0.9,1.05,"northj",174,"no","New Jersey","answered 2nd interview","phone",5.05,33,60.6060606060606,1,1
NA,"bk","no",1992-11-17,20,27.5,NA,16,NA,"reduced price meals",1,4,NA,NA,"November 1992",7,NA,NA,1.06,1.04,"northj",176,"no","New Jersey","answered 2nd interview","phone",5.05,37.75,52.9801324503311,1,1
NA,"kfc","yes",1991-11-11,1,10,0.25,10.5,26,"free meals",NA,3,3,2,"November 1992",11,NA,2.64,0.94,1.01,"northj",178,"yes","New Jersey","answered 2nd interview","phone",5.05,9,11.1111111111111,1,1
NA,"kfc","no",1992-11-18,2,10,0.2,11,26,"free meals",3,4,3,3,"November 1992",10.5,NA,2.49,0.84,0.94,"northj",179,"no","New Jersey","answered 2nd interview","phone",5.05,11,18.1818181818182,1,1
NA,"kfc","no",1992-11-11,0,17.5,NA,12,NA,"reduced price meals",NA,4,4,4,"November 1992",11,NA,2.85,1.05,1.05,"northj",180,"no","New Jersey","answered 2nd interview","phone",5.05,12.75,0,1,1
NA,"kfc","no",1992-11-11,0,15,0.25,10,26,"reduced price meals",NA,3,4,3,"November 1992",11.5,NA,2.73,1,1.05,"southj",182,"no","New Jersey","answered 2nd interview","phone",5.05,10.5,0,1,1
NA,"kfc","no",1992-11-18,15,10,0.25,10.5,13,"reduced price meals",4,2,4,3,"November 1992",11,NA,2.75,1,1.05,"northj",183,"no","New Jersey","answered 2nd interview","phone",5.05,22,68.1818181818182,1,1
NA,"kfc","no",1992-11-11,2,6,0.25,10.5,26,"free meals",NA,3,3,3,"November 1992",11,NA,2.75,1,1.05,"centralj",185,"yes","New Jersey","answered 2nd interview","phone",5.05,8,25,1,1
NA,"roys","no",1992-11-18,12,18,NA,16,26,"reduced price meals",3,4,5,3,"November 1992",6,NA,0.95,1.06,1.17,"northj",186,"no","New Jersey","answered 2nd interview","phone",5.05,25,48,1,1
NA,"roys","no",1992-11-12,0,19,0.2,15,52,"reduced price meals",NA,3,5,3,"November 1992",7,NA,1.05,1.06,1.11,"northj",189,"no","New Jersey","answered 2nd interview","phone",5.05,12.5,0,1,1
NA,"wendys","no",1992-11-13,4.5,30,0.18,12.5,19,"reduced price meals",NA,3,2,2,"November 1992",10.5,NA,1.26,0.84,1.05,"northj",192,"no","New Jersey","answered 2nd interview","phone",5.25,22.5,20,1,1
NA,"wendys","no",1992-11-17,4,9,0.13,13,26,"reduced price meals",2,3,2,1,"November 1992",9,NA,1.26,0.9,1.01,"northj",193,"yes","New Jersey","answered 2nd interview","phone",5.05,11.5,34.7826086956522,1,1
NA,"wendys","no",1992-11-18,8,25,0.15,12.5,26,"reduced price meals",2,3,2,2,"November 1992",10.5,NA,2.11,0.84,0.94,"northj",195,"no","New Jersey","answered 2nd interview","phone",5.05,23.5,34.0425531914894,1,1
NA,"bk","no",1992-11-17,10,32,0.15,16,26,"reduced price meals",8,4,3,3,"November 1992",7,NA,0.94,0.94,1.05,"northj",198,"no","New Jersey","answered 2nd interview","phone",5.05,30,33.3333333333333,1,1
NA,"kfc","no",1992-11-11,11,3,0.45,10.5,2,"free meals",NA,4,4,3,"November 1992",11,NA,2.45,0.9,0.91,"northj",199,NA,"New Jersey","answered 2nd interview","phone",5.05,16.5,66.6666666666667,1,1
NA,"bk","no",1992-11-10,5,40,0.25,17.5,52,"reduced price meals",NA,4,5,4,"November 1992",6.5,NA,0.98,0.94,1.05,"northj",200,"no","New Jersey","answered 2nd interview","phone",5.05,29,17.2413793103448,1,1
NA,"bk","no",1992-11-10,16,22,0.28,17,26,"free meals",NA,3,3,3,"November 1992",7,NA,0.95,0.95,1.05,"northj",201,"yes","New Jersey","answered 2nd interview","phone",5.05,30,53.3333333333333,1,1
NA,"bk","no",1992-11-16,13,11,0.08,19,4,"both free and reduced price meals",NA,4,3,3,"November 1992",6,NA,0.64,0.95,1.15,"northj",202,"no","New Jersey","answered 2nd interview","phone",5.05,22.5,57.7777777777778,1,1
NA,"bk","no",1992-11-10,4,34,0.18,17,26,"none",NA,3,3,2,"November 1992",7,NA,0.95,0.95,1.05,"northj",203,"no","New Jersey","answered 2nd interview","phone",5.05,24,16.6666666666667,1,1
NA,"bk","no",1992-11-10,12,13.5,0.25,17.5,13,"reduced price meals",NA,3,3,2,"November 1992",6.5,NA,1.05,0.99,1.05,"northj",204,"no","New Jersey","answered 2nd interview","phone",5.05,21.75,55.1724137931034,1,1
NA,"kfc","yes",1992-11-11,8.5,6,0.5,12,52,"free meals",NA,2,5,3,"November 1992",11,NA,2.32,0.84,1.05,"northj",207,"yes","New Jersey","answered 2nd interview","phone",5.2,13.5,62.962962962963,1,1
NA,"roys","yes",1992-11-17,5,32,NA,14,26,"reduced price meals",2,3,5,5,"November 1992",8,NA,1.05,1.06,1.06,"northj",208,"no","New Jersey","answered 2nd interview","phone",5.05,24,20.8333333333333,1,1
NA,"roys","yes",1992-11-11,6,37,0.2,16,26,"reduced price meals",NA,4,5,5,"November 1992",7,NA,1.05,1.06,1.11,"northj",209,"no","New Jersey","answered 2nd interview","phone",5.05,28.5,21.0526315789474,1,1
NA,"wendys","yes",1992-11-13,0,14,0.2,11,13,"reduced price meals",NA,3,4,NA,"November 1992",10,NA,NA,NA,NA,"northj",210,"no","New Jersey","answered 2nd interview","phone",5.05,10,0,1,1
NA,"bk","no",1992-11-16,2,35,NA,15,4,"reduced price meals",NA,4,3,2,"November 1992",7,NA,NA,0.9,NA,"southj",211,"no","New Jersey","answered 2nd interview","phone",5.05,23.5,8.51063829787234,1,1
NA,"bk","no",1992-11-10,20,15,0.53,16,4,"reduced price meals",NA,3,2,2,"November 1992",7,NA,0.89,0.94,1.05,"southj",212,"yes","New Jersey","answered 2nd interview","phone",5.05,30.5,65.5737704918033,1,1
NA,"bk","yes",1992-12-18,12,17.5,0.15,17.5,19,"reduced price meals",2,4,4,3,"November 1992",6.5,NA,0.94,0.94,1.05,"southj",213,"yes","New Jersey","answered 2nd interview","personal",5.05,24.75,48.4848484848485,1,1
NA,"bk","no",1992-11-18,0,35,NA,16.25,NA,"reduced price meals",1,5,3,2,"November 1992",6.75,NA,0.96,0.93,1.04,"southj",214,"no","New Jersey","answered 2nd interview","phone",5.05,22.5,0,1,1
NA,"bk","no",1992-11-10,20,10,0.15,16,26,"both free and reduced price meals",NA,3,3,3,"November 1992",7,NA,0.93,0.84,0.93,"southj",215,"no","New Jersey","answered 2nd interview","phone",5.05,28,71.4285714285714,1,1
NA,"kfc","no",1992-11-11,2,18,0.2,10.5,13,"reduced price meals",NA,3,5,3,"November 1992",11,NA,2.75,0.94,1.05,"southj",216,"no","New Jersey","answered 2nd interview","phone",5.05,14,14.2857142857143,1,1
NA,"kfc","yes",1992-11-11,0,12,0.2,10.5,26,"free meals",NA,3,4,4,"November 1992",10.5,NA,2.32,0.73,0.94,"southj",217,"no","New Jersey","answered 2nd interview","phone",5.05,9,0,1,1
NA,"kfc","yes",1992-11-11,5,3,0.25,11,26,"free meals",NA,3,3,3,"November 1992",11,NA,2.19,0.73,0.95,"southj",218,"no","New Jersey","answered 2nd interview","phone",5.05,9.5,52.6315789473684,1,1
NA,"kfc","yes",1992-11-11,9,9,0.18,10.5,26,"free meals",NA,2,NA,NA,"November 1992",10.5,NA,2.53,0.73,0.94,"southj",219,"no","New Jersey","answered 2nd interview","phone",5.05,15.5,58.0645161290323,1,1
NA,"kfc","no",1992-11-14,3,12,0.13,10,13,"free meals",1,3,4,3,"November 1992",11,NA,2.75,0.9,1.09,"southj",220,"no","New Jersey","answered 2nd interview","phone",5.05,12,25,1,1
NA,"kfc","no",1992-11-11,1,15,0.15,11,13,"free meals",NA,3,4,3,"November 1992",11,NA,2.53,0.94,1.05,"southj",221,"no","New Jersey","answered 2nd interview","phone",5.05,11.5,8.69565217391304,1,1
NA,"roys","yes",1992-11-11,2,15,0.2,11.5,26,"reduced price meals",NA,3,3,1,"November 1992",10,NA,0.89,1.01,1.01,"southj",222,"no","New Jersey","answered 2nd interview","phone",5.05,12.5,16,1,1
NA,"roys","yes",1992-12-18,3,20,0.25,15,28,"reduced price meals",2,3,3,2,"November 1992",7,NA,0.94,1.01,1.01,"southj",223,"no","New Jersey","answered 2nd interview","personal",5.05,16,18.75,1,1
NA,"roys","yes",1992-11-11,12,25,0.1,17,4,"reduced price meals",NA,4,5,3,"November 1992",6,NA,0.94,1.01,1.01,"southj",225,"no","New Jersey","answered 2nd interview","phone",5.05,28.5,42.1052631578947,1,1
NA,"wendys","no",1992-11-17,0,26,0.15,10.5,52,"free meals",1,2,2,2,"November 1992",10.5,NA,0.94,0.85,1,"southj",226,"no","New Jersey","answered 2nd interview","phone",5.3,15,0,1,1
NA,"wendys","no",1992-11-13,11,19,NA,12.5,NA,"free meals",NA,3,2,NA,"November 1992",10.5,NA,0.89,0.84,1,"southj",228,"no","New Jersey","answered 2nd interview","phone",5.05,23.5,46.8085106382979,1,1
NA,"bk","no",1992-11-16,22,11,0.15,13.5,26,"reduced price meals",NA,3,4,3,"November 1992",8.5,NA,0.94,0.94,1.01,"northj",229,"yes","New Jersey","answered 2nd interview","phone",5.5,30.5,72.1311475409836,1,1
NA,"bk","no",1992-11-16,15,17,0.18,17,26,"free meals",NA,3,3,2,"November 1992",7,NA,0.94,0.94,1.05,"northj",230,"no","New Jersey","answered 2nd interview","phone",5.05,26.5,56.6037735849057,1,1
NA,"bk","no",1992-11-18,18,10,0.25,15,13,"reduced price meals",3,4,3,2,"November 1992",7,NA,0.95,0.95,1.05,"northj",232,"no","New Jersey","answered 2nd interview","phone",5.05,27,66.6666666666667,1,1
NA,"bk","no",1992-11-10,15,7,0.25,16,26,"reduced price meals",NA,3,2,2,"November 1992",7,NA,0.94,0.94,1.05,"northj",233,"no","New Jersey","answered 2nd interview","phone",5.05,21.5,69.7674418604651,1,1
NA,"bk","no",1992-12-15,NA,28,0.5,15,28,"reduced price meals",4,3,4,2,"November 1992",8,NA,1.03,1.11,1.11,"northj",235,"yes","New Jersey","answered 2nd interview","personal",5.05,NA,NA,1,1
NA,"bk","no",1992-11-09,9,17,0.2,15.5,4,"reduced price meals",NA,4,2,2,"November 1992",7,NA,1,0.94,0.94,"northj",237,"no","New Jersey","answered 2nd interview","phone",5.05,21.5,41.8604651162791,1,1
NA,"kfc","yes",1992-11-11,25,15,0.25,12,13,"free meals",NA,5,5,3,"November 1992",11,NA,2.32,1.05,1.05,"northj",238,"yes","New Jersey","answered 2nd interview","phone",5.05,37.5,66.6666666666667,1,1
NA,"kfc","no",1992-11-12,0,19,0.28,12.5,26,"free meals",NA,2,5,3,"November 1992",10.5,NA,2.32,0.84,1.05,"northj",239,"no","New Jersey","answered 2nd interview","phone",5.05,11.5,0,1,1
NA,"roys","yes",1992-11-11,7,22,0.1,15.5,26,"reduced price meals",NA,3,6,2,"November 1992",7,NA,1.05,1.06,1.11,"northj",243,"no","New Jersey","answered 2nd interview","phone",5.05,21,33.3333333333333,1,1
NA,"roys","yes",1992-11-11,16,12,0.25,17,26,"reduced price meals",NA,6,5,3,"November 1992",7,NA,1.05,1.12,1.11,"northj",244,"no","New Jersey","answered 2nd interview","phone",5.05,28,57.1428571428571,1,1
NA,"wendys","no",1992-12-17,0,40,NA,15.5,NA,"reduced price meals",7,4,2,2,"November 1992",10.5,NA,2.07,1.09,1.11,"northj",247,"yes","New Jersey","answered 2nd interview","personal",5.05,24,0,1,1
NA,"wendys","no",1992-11-13,10,14,0.25,16,26,"reduced price meals",NA,6,2,1,"November 1992",10,NA,2.03,0.95,1.37,"northj",248,"no","New Jersey","answered 2nd interview","phone",5.05,23,43.4782608695652,1,1
NA,"bk","no",1992-11-09,10,12,0.1,15,4,"free meals",NA,3,3,2,"November 1992",7,NA,0.94,1.01,1.01,"southj",249,"no","New Jersey","answered 2nd interview","phone",5.05,19,52.6315789473684,1,1
NA,"kfc","yes",1992-11-12,2,4,0.25,10,6,"free meals",NA,3,5,3,"November 1992",11,NA,2.52,0.84,0.94,"southj",250,"no","New Jersey","answered 2nd interview","phone",5.05,7,28.5714285714286,1,1
NA,"roys","yes",1992-11-11,4,8,0.23,16,52,"reduced price meals",NA,6,3,2,"November 1992",7,NA,2.28,1.11,1.23,"southj",253,NA,"New Jersey","answered 2nd interview","phone",5.05,14,28.5714285714286,1,1
NA,"bk","no",1992-12-14,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"November 1992",NA,NA,NA,NA,NA,"southj",257,NA,"New Jersey","closed for renovations","personal",NA,NA,NA,1,1
NA,"bk","no",1992-11-09,20,18,NA,18,13,"reduced price meals",NA,3,3,3,"November 1992",6,NA,0.84,0.94,1.08,"southj",258,"no","New Jersey","answered 2nd interview","phone",5.05,32,62.5,1,1
NA,"bk","yes",1992-11-09,4,26,0.28,16,8,"reduced price meals",NA,5,3,3,"November 1992",7,NA,0.93,0.94,1.09,"southj",260,"no","New Jersey","answered 2nd interview","phone",5.05,22,18.1818181818182,1,1
NA,"bk","no",1992-11-09,0,22.5,0.25,17.5,NA,"reduced price meals",NA,3,3,3,"November 1992",6.5,NA,0.87,1.02,1.08,"southj",262,"no","New Jersey","answered 2nd interview","phone",5.05,14.25,0,1,1
NA,"bk","no",1992-12-14,0,23,NA,16,14,"reduced price meals",2,5,3,3,"November 1992",7,NA,0.94,1.11,1.05,"southj",264,"no","New Jersey","answered 2nd interview","personal",5.05,16.5,0,1,1
NA,"bk","no",1992-12-14,0,0,NA,NA,NA,NA,1,0,NA,NA,"November 1992",NA,NA,NA,NA,NA,"southj",265,NA,"New Jersey","closed permanently","personal",NA,0,NA,1,1
NA,"bk","no",1992-11-09,30,25,0.2,16,26,"both free and reduced price meals",NA,5,3,2,"November 1992",7,NA,0.91,0.88,1.05,"southj",267,"no","New Jersey","answered 2nd interview","phone",5.05,47.5,63.1578947368421,1,1
NA,"kfc","yes",1992-11-18,10,3,0.17,11,26,"reduced price meals",3,4,4,3,"November 1992",11,NA,2.32,0.73,0.94,"southj",269,"no","New Jersey","answered 2nd interview","phone",5.05,15.5,64.5161290322581,1,1
NA,"kfc","yes",1992-11-17,2,11,0.18,10,6,"free meals",2,3,4,3,"November 1992",11,NA,2.32,0.74,0.95,"southj",273,"no","New Jersey","answered 2nd interview","phone",5.05,10.5,19.047619047619,1,1
NA,"kfc","yes",1992-11-14,1,8,0.39,10.5,13,"free meals",2,2,4,2,"November 1992",11,NA,2.32,0.73,0.94,"southj",275,"no","New Jersey","answered 2nd interview","phone",5.05,7,14.2857142857143,1,1
NA,"kfc","yes",1992-11-14,1,14,NA,10,NA,"free meals",1,3,3,3,"November 1992",11,NA,2.32,0.73,0.94,"southj",277,"no","New Jersey","answered 2nd interview","phone",5.05,11,9.09090909090909,1,1
NA,"kfc","yes",1992-11-13,0,9,NA,11,NA,"free meals",NA,4,5,3,"November 1992",11,NA,2.32,0.73,0.95,"southj",278,"no","New Jersey","answered 2nd interview","phone",5.05,8.5,0,1,1
NA,"roys","yes",1992-12-14,0,0,NA,NA,NA,NA,1,0,NA,NA,"November 1992",NA,NA,NA,NA,NA,"southj",282,NA,"New Jersey","closed permanently","personal",NA,0,NA,1,1
NA,"roys","yes",1992-11-16,6,12,0.28,16,26,"reduced price meals",1,3,4,3,"November 1992",6,NA,0.94,1.01,1.01,"southj",284,"no","New Jersey","answered 2nd interview","phone",5.05,15,40,1,1
NA,"roys","yes",1992-11-12,3,15,0.13,16,52,"reduced price meals",NA,3,4,2,"November 1992",6,NA,1.01,1.01,1.01,"southj",285,"no","New Jersey","answered 2nd interview","phone",5.05,13.5,22.2222222222222,1,1
NA,"roys","yes",1992-11-16,2,15,0.18,11.5,26,"reduced price meals",1,3,2,1,"November 1992",10,NA,0.94,1.01,1.02,"southj",286,"no","New Jersey","answered 2nd interview","phone",5.05,12.5,16,1,1
NA,"roys","yes",1992-11-12,2,15,0.15,16,4,"reduced price meals",NA,3,5,3,"November 1992",6,NA,0.94,1.01,1.01,"southj",287,"no","New Jersey","answered 2nd interview","phone",5.05,12.5,16,1,1
NA,"roys","yes",1992-11-12,5,9,0.15,16,19,"reduced price meals",NA,3,5,2,"November 1992",6,NA,0.89,1.01,1.01,"southj",288,"no","New Jersey","answered 2nd interview","phone",5.05,12.5,40,1,1
NA,"roys","yes",1992-11-12,3,10,0.25,15,26,"reduced price meals",NA,2,6,3,"November 1992",7,NA,2,1.01,1.01,"southj",289,"no","New Jersey","answered 2nd interview","phone",5.05,10,30,1,1
NA,"wendys","no",1992-11-13,0,23,NA,11.5,NA,"free meals",1,2,2,2,"November 1992",10.5,NA,0.94,0.85,1,"southj",290,"no","New Jersey","answered 2nd interview","phone",5.05,13.5,0,1,1
NA,"wendys","no",1992-11-13,5,16,0.1,11.5,17,"reduced price meals",NA,3,2,2,"November 1992",10.5,NA,0.94,0.85,1,"southj",291,"yes","New Jersey","answered 2nd interview","phone",5.1,16,31.25,1,1
NA,"wendys","no",1992-11-13,15,11,0.25,16,52,"free meals",NA,3,2,2,"November 1992",7,NA,2.69,0.84,1,"southj",292,"yes","New Jersey","answered 2nd interview","phone",5.05,23.5,63.8297872340426,1,1
NA,"bk","no",1992-12-15,NA,21,0.18,18,28,"reduced price meals",1,4,3,3,"November 1992",6,NA,0.94,0.94,1.05,"northj",295,"no","New Jersey","answered 2nd interview","personal",5.05,NA,NA,1,1
NA,"bk","yes",1992-11-17,15,30,0.15,16,26,"reduced price meals",2,4,3,2,"November 1992",7,NA,0.98,0.94,1.05,"northj",297,"no","New Jersey","answered 2nd interview","phone",5.05,34,44.1176470588235,1,1
NA,"roys","yes",1992-11-16,12,35,0.15,16,13,"reduced price meals",NA,3,5,3,"November 1992",7,NA,1.05,1.05,1.05,"northj",303,"no","New Jersey","answered 2nd interview","phone",5.05,32.5,36.9230769230769,1,1
NA,"roys","no",1992-11-12,10,15,0.38,24,26,"free meals",NA,4,5,5,"November 1992",0,NA,1.05,1.29,1.4,"northj",304,"yes","New Jersey","answered 2nd interview","phone",5.05,21.5,46.5116279069767,1,1
NA,"roys","yes",1992-11-17,5,22,0.35,18,2,"free meals",1,4,5,4,"November 1992",6,NA,1.05,1.31,1.37,"northj",305,"no","New Jersey","answered 2nd interview","phone",5.05,20,25,1,1
NA,"roys","yes",1992-11-18,25,25,NA,24,NA,"reduced price meals",1,6,5,5,"November 1992",0,NA,1.05,NA,1.26,"northj",307,"no","New Jersey","answered 2nd interview","phone",5.2,43.5,57.4712643678161,1,1
NA,"wendys","no",1992-11-13,3,23,0.3,11.5,26,"reduced price meals",NA,3,2,2,"November 1992",10.5,NA,2.06,0.9,0.97,"northj",310,"no","New Jersey","answered 2nd interview","phone",5.05,17.5,17.1428571428571,1,1
NA,"bk","no",1992-11-09,3,2,0.25,10,4,"free meals",NA,3,3,1,"November 1992",9,NA,1.02,1.05,1.26,"southj",312,"no","New Jersey","answered 2nd interview","phone",5.05,7,42.8571428571429,1,1
NA,"bk","no",1992-11-09,0,30,0.25,15,8,"free meals",NA,NA,3,3,"November 1992",7,NA,0.89,1.01,1,"southj",313,"no","New Jersey","answered 2nd interview","phone",5.05,NA,NA,1,1
NA,"bk","no",1992-11-09,15,6,0.15,16,13,"free meals",NA,4,3,3,"November 1992",6,NA,0.94,0.74,1.05,"southj",314,"no","New Jersey","answered 2nd interview","phone",5.25,22,68.1818181818182,1,1
NA,"bk","yes",1992-11-16,12,14,0.15,16,26,"reduced price meals",NA,3,NA,NA,"November 1992",7,NA,0.94,0.94,1.05,"southj",316,"yes","New Jersey","answered 2nd interview","phone",5.05,22,54.5454545454545,1,1
NA,"bk","no",1992-11-17,4,0,0.13,10.5,8,"free meals",1,3,2,1,"November 1992",8,NA,1.05,1.05,1.26,"southj",317,"no","New Jersey","answered 2nd interview","phone",5.05,7,57.1428571428571,1,1
NA,"kfc","no",1992-11-12,7,6,0.5,11.5,13,"free meals",NA,4,3,3,"November 1992",10.5,NA,2.59,0.95,1.11,"southj",318,"yes","New Jersey","answered 2nd interview","phone",5.05,14,50,1,1
NA,"kfc","no",1992-11-12,22,4,0.25,11.5,13,"free meals",NA,3,4,3,"November 1992",10.5,NA,2.43,0.9,0.95,"southj",319,"yes","New Jersey","answered 2nd interview","phone",5.05,27,81.4814814814815,1,1
NA,"roys","yes",1992-11-16,12,5,NA,15,13,"reduced price meals",1,4,6,3,"November 1992",7,NA,0.94,1.01,0.96,"southj",322,"no","New Jersey","answered 2nd interview","phone",5.05,18.5,64.8648648648649,1,1
NA,"roys","yes",1992-11-16,1,15,0.1,15,26,"reduced price meals",NA,3,6,3,"November 1992",7,NA,1.01,1.01,1.02,"southj",325,"no","New Jersey","answered 2nd interview","phone",5.05,11.5,8.69565217391304,1,1
NA,"bk","no",1992-11-09,3,20,0.18,15,13,"reduced price meals",NA,3,3,3,"November 1992",7,NA,0.87,0.87,1.04,"centralj",333,"no","New Jersey","answered 2nd interview","phone",5.05,16,18.75,1,1
NA,"bk","no",1992-11-09,10,20,0.2,16,6,"reduced price meals",NA,5,3,3,"November 1992",6,NA,0.94,1.05,0.95,"southj",336,"no","New Jersey","answered 2nd interview","phone",5.05,25,40,1,1
NA,"bk","yes",1992-11-09,25,5,NA,17,26,"reduced price meals",NA,3,NA,NA,"November 1992",7,NA,NA,NA,NA,"southj",337,"no","New Jersey","answered 2nd interview","phone",5.05,30.5,81.9672131147541,1,1
NA,"bk","yes",1992-11-16,5,9,0.25,16,13,"free meals",NA,2,3,3,"November 1992",7,NA,0.95,0.95,0.95,"southj",339,"yes","New Jersey","answered 2nd interview","phone",5.05,11.5,43.4782608695652,1,1
NA,"bk","no",1992-11-16,15,17,0.15,16,8,"reduced price meals",NA,2,5,4,"November 1992",6,NA,0.84,0.84,1.05,"southj",340,"no","New Jersey","answered 2nd interview","phone",5.05,25.5,58.8235294117647,1,1
NA,"kfc","yes",1992-11-14,3,7,NA,11,NA,"free meals",NA,3,4,2,"November 1992",11,NA,2.32,0.84,0.9,"southj",341,"no","New Jersey","answered 2nd interview","phone",5.05,9.5,31.5789473684211,1,1
